# Main problem, distance
[trig_arg]
name=theta_g
poly_eval=0;2.3012167529575e+05
[trig_arg]
name=W_1
poly_eval=3.8103444305883e+00;8.3996847317739e+03
[trig_arg]
name=D
poly_eval=5.1984667410274e+00;7.7713771468121e+03
[trig_arg]
name=l'
poly_eval=6.2400601269715e+00;6.2830195516800e+02
[trig_arg]
name=l
poly_eval=2.3555558982658e+00;8.3286914269554e+03
[trig_arg]
name=F
poly_eval=1.6279052333715e+00;8.4334661581308e+03
[data]
385000.52719;0;0;0;0;0;0;c
-3.14837;0;0;0;0;0;2;c
-0.00003;0;0;0;0;0;4;c
0.00038;0;0;0;0;1;-4;c
79.66183;0;0;0;0;1;-2;c
-20905.32206;0;0;0;0;1;0;c
-0.10326;0;0;0;0;1;2;c
-0.00837;0;0;0;0;2;-4;c
-4.42124;0;0;0;0;2;-2;c
-569.92332;0;0;0;0;2;0;c
-0.00102;0;0;0;0;2;2;c
0.00033;0;0;0;0;3;-4;c
-0.00111;0;0;0;0;3;-2;c
-23.21032;0;0;0;0;3;0;c
0.00026;0;0;0;0;3;2;c
0.00002;0;0;0;0;4;-4;c
0.00027;0;0;0;0;4;-2;c
-1.11693;0;0;0;0;4;0;c
0.00004;0;0;0;0;4;2;c
0.00002;0;0;0;0;5;-2;c
-0.05888;0;0;0;0;5;0;c
-0.00329;0;0;0;0;6;0;c
-0.00019;0;0;0;0;7;0;c
-0.00011;0;0;0;1;-6;0;c
-0.00174;0;0;0;1;-5;0;c
-0.02674;0;0;0;1;-4;0;c
-0.42242;0;0;0;1;-3;0;c
0.00015;0;0;0;1;-3;2;c
-0.00019;0;0;0;1;-2;-2;c
-7.00293;0;0;0;1;-2;0;c
-0.0502;0;0;0;1;-2;2;c
-0.00007;0;0;0;1;-2;4;c
-0.00769;0;0;0;1;-1;-2;c
-129.62476;0;0;0;1;-1;0;c
0.33465;0;0;0;1;-1;2;c
0.00003;0;0;0;1;-1;4;c
-0.18568;0;0;0;1;0;-2;c
48.8901;0;0;0;1;0;0;c
-0.15803;0;0;0;1;0;2;c
0.00003;0;0;0;1;1;-4;c
-0.24811;0;0;0;1;1;-2;c
104.75896;0;0;0;1;1;0;c
-0.00682;0;0;0;1;1;2;c
0.00005;0;0;0;1;2;-4;c
0.03265;0;0;0;1;2;-2;c
5.75105;0;0;0;1;2;0;c
-0.0003;0;0;0;1;2;2;c
-0.0008;0;0;0;1;3;-2;c
0.35509;0;0;0;1;3;0;c
-0.00006;0;0;0;1;4;-2;c
0.02304;0;0;0;1;4;0;c
0.00153;0;0;0;1;5;0;c
0.0001;0;0;0;1;6;0;c
-0.00005;0;0;0;2;-5;0;c
-0.00066;0;0;0;2;-4;0;c
-0.00938;0;0;0;2;-3;0;c
-0.13618;0;0;0;2;-2;0;c
-0.00099;0;0;0;2;-2;2;c
-0.00031;0;0;0;2;-1;-2;c
-2.11728;0;0;0;2;-1;0;c
0.0045;0;0;0;2;-1;2;c
-0.00558;0;0;0;2;0;-2;c
1.06575;0;0;0;2;0;0;c
-0.00342;0;0;0;2;0;2;c
-0.00237;0;0;0;2;1;-2;c
1.16562;0;0;0;2;1;0;c
-0.00011;0;0;0;2;1;2;c
0.00018;0;0;0;2;2;-2;c
0.05072;0;0;0;2;2;0;c
0.00228;0;0;0;2;3;0;c
0.00009;0;0;0;2;4;0;c
-0.00021;0;0;0;3;-3;0;c
-0.00287;0;0;0;3;-2;0;c
-0.00002;0;0;0;3;-2;2;c
-0.03894;0;0;0;3;-1;0;c
0.00007;0;0;0;3;-1;2;c
-0.00017;0;0;0;3;0;-2;c
0.02127;0;0;0;3;0;0;c
-0.00007;0;0;0;3;0;2;c
