# Main problem, longitude
[trig_arg]
name=theta_g
poly_eval=0;2.3012167529575e+05
[trig_arg]
name=W_1
poly_eval=3.8103444305883e+00;8.3996847317739e+03
[trig_arg]
name=D
poly_eval=5.1984667410274e+00;7.7713771468121e+03
[trig_arg]
name=l'
poly_eval=6.2400601269715e+00;6.2830195516800e+02
[trig_arg]
name=l
poly_eval=2.3555558982658e+00;8.3286914269554e+03
[trig_arg]
name=F
poly_eval=1.6279052333715e+00;8.4334661581308e+03
[lin_args]
0;1;0;0;0;0
[data]
-0.00199550702559950000;0;0;0;0;0;2;s
0.00000203786582717582;0;0;0;0;0;4;s
-0.00000000286040071855;0;0;0;0;0;6;s
0.00000000077570188978;0;0;0;0;1;-6;s
-0.00000038877209088174;0;0;0;0;1;-4;s
0.00019166590132026700;0;0;0;0;1;-2;s
0.10975963574163400000;0;0;0;0;1;0;s
-0.00021865252158418000;0;0;0;0;1;2;s
0.00000044079259886479;0;0;0;0;1;4;s
-0.00000000092114599411;0;0;0;0;1;6;s
0.00000000329673303154;0;0;0;0;2;-4;s
-0.00000665450410554138;0;0;0;0;2;-2;s
0.00372832997539456000;0;0;0;0;2;0;s
-0.00001938125108561160;0;0;0;0;2;2;s
0.00000006288033443991;0;0;0;0;2;4;s
-0.00000000019392547244;0;0;0;0;2;6;s
0.00000000043633231300;0;0;0;0;3;-4;s
-0.00000027556809634266;0;0;0;0;3;-2;s
0.00017513234883475700;0;0;0;0;3;0;s
-0.00000159338864433460;0;0;0;0;3;2;s
0.00000000741764932098;0;0;0;0;3;4;s
-0.00000001716240431128;0;0;0;0;4;-2;s
0.00000937469670751077;0;0;0;0;4;0;s
-0.00000012614851982470;0;0;0;0;4;2;s
0.00000000077570188978;0;0;0;0;4;4;s
-0.00000000111507146655;0;0;0;0;5;-2;s
0.00000053814318603159;0;0;0;0;5;0;s
-0.00000000974475499030;0;0;0;0;5;2;s
0.00000000009696273622;0;0;0;0;5;4;s
-0.00000000009696273622;0;0;0;0;6;-2;s
0.00000003224010979378;0;0;0;0;6;0;s
-0.00000000072722052166;0;0;0;0;6;2;s
0.00000000198773609255;0;0;0;0;7;0;s
-0.00000000004848136811;0;0;0;0;7;2;s
0.00000000014544410433;0;0;0;0;8;0;s
-0.00000000009696273622;0;0;0;1;-7;0;s
-0.00000000116355283466;0;0;0;1;-6;0;s
0.00000000029088820867;0;0;0;1;-5;-2;s
-0.00000001609581421284;0;0;0;1;-5;0;s
0.00000000310280755910;0;0;0;1;-4;-2;s
-0.00000022795939285770;0;0;0;1;-4;0;s
0.00000000033936957678;0;0;0;1;-4;2;s
